,_id,type,title,category,time,lang,cluster
174,5e8d92fa7ac1f2cf57f7a9e8,event,世界卫生组织称疫情在1月23日至2月2日期间达到高峰并稳定下来，之后一直在稳步下降。中国采取的措施避免了大量病例。事实证明，2019冠状病毒是可以控制的。同时，病毒本身未发生明显变异。专家组报告列明了目前仍然存在的问题，并提出了22项建议。世卫组织已经宣布本次疫情构成国际关注的突发公共卫生事件，这是最高警戒级别。,,2020/02/28,zh,0
176,5e8d92fa7ac1f2cf57f7a9ea,event,上个月杭州的Ascletis Pharma向中国当局申请在临床试验中测试两种HIV蛋白酶抑制剂（利托那韦和ASC09），以治疗新冠状病毒。苏州的BrightGene生物医学技术公司于2月初宣布开始生产Gilead Science公司的广谱研究抗病毒药物remdesivir（GS-5734）。最有前途的是那些具有广谱活性的抗病毒药，不仅对冠状病毒，而且对其他RNA病毒，如高致病性埃博拉病毒和禽流感病毒也有效。,,2020/02/28,zh,0
366,5e8d92fa7ac1f2cf57f7bd18,event,世界卫生组织总干事谭德塞呼吁各国加大对公共卫生的基本投资，各国重点关注三个领域。首先是所有国家应确保为核心公共卫生措施提供充足资金，其次是各国及世卫组织合作伙伴应加强医疗卫生系统的基础，最后是所有国家应消除医疗保健的财政障碍。,,2020/04/05,zh,0
183,5e8d92fa7ac1f2cf57f7a9f4,event,中山大学公共卫生学院的王茂团队在医学预印本网站medRxiv上发表重要结果，通过统计各地确诊人数和对应节点的气温，首次提出新冠肺炎的爆发与气候之间存在密切关系，提示病毒的传播存在最适温度，这也是爆发源出现在武汉的原因之一。,,2020/02/26,zh,0
188,5e8d92fa7ac1f2cf57f7a9f9,event,沈阳化工大学应用生物学研究所所长尹秀山博士团队和美国密歇根皇家橡树博蒙特Michael B Chancellor团队发文揭示了通过逆转录环介导等温扩增（RT-LAMP）技术探索出快速检测病毒的新方法，这两种方法不仅操作简单、能在现场使用，并且可以在45分钟内出检测结果。,,2020/02/25,zh,0
451,5e96f2d49fced0a24b0ca647,event,美国新泽西州罗格斯大学生物制剂实验室研发的全美首项通过采集唾液检测新冠病毒的技术已在上周六获得了美国食品药品监督管理局（FDA）的紧急授权批准。他们已对60位患者进行了唾液和鼻咽两种检测对比，结果显示，唾液测试和鼻咽测试的结果100%相符。,,2020/04/15,zh,0
128,5e8d92fa7ac1f2cf57f7a984,event,钟南山所言“疫情爆发在中国但不一定发源于中国”得到证实，意大利病毒学研究专家公布的证据表现：新型冠状病毒在去年秋季的时候就已经出现了人传人的迹象，但是当时的中国还没有出现感染者，反而是美国正处于流感病毒疫情高发期。,,2020/03/12,zh,0
250,5e8d92fa7ac1f2cf57f7aa64,event,国家卫健委高级别专家组组长赶赴武汉支援，组长为钟南山院士，组员包括国家卫健委高级别专家组成员高福、李兰娟、袁国勇、曾光等,,2020/01/19,zh,0
409,5e9060299fced0a24be5a3ce,event,香港相达生物科技公司在疫情爆发后积极研发新冠病毒RNA提取试剂盒，利用液相核酸提取技术，提出大量核酸，较传统方式能够找出更多假阴性或弱阳性案例。,,2020/04/10,zh,0
315,5e8d92fa7ac1f2cf57f7b9a5,event,中疾控主任高福藉《科学》发声，解释早期为何难定“人传人”,,2020/03/01,zh,0
595,5eb163289fced0a24bf1b0c9,event,中山大学公共卫生学院王茂团队研究发现，温度与病毒传播存在联系。在低温环境下，平均温度每上升1℃，日确诊人数增加0.83人。当平均气温上升到8.72℃时，日累计确诊人数达到峰值。随后，日确诊人数随着气温进一步上升而减少。,,2020/04/14,zh,0
319,5e8d92fa7ac1f2cf57f7b9aa,event,中国,,2020/04/03,zh,0
320,5e8d92fa7ac1f2cf57f7b9ab,event,德国,,2020/04/03,zh,0
322,5e8d92fa7ac1f2cf57f7b9ad,event,怀疑新冠病毒潜伏数月！意大利科学家正在调查去年年底的可疑肺炎病例,,2020/04/02,zh,0
594,5eb163279fced0a24bf1b0bb,event,由中华中医药学会和中央广播电视总台中国国际电视台（CGTN）共同主办的“全球疫情会诊室”中医专题节目，中国工程院院士黄璐琦分享中医药治疗新冠肺炎经验。,,2020/04/15,zh,0
328,5e8d92fa7ac1f2cf57f7b9b6,event,美国《科学》杂志当地时间3月27日刊登了其对中国疾控中心主任高福院士的采访。《科学》杂志（Science）是美国科学促进会出版的一份学术期刊，为全世界最权威的学术期刊之一。这篇采访历时数天，经过文字、语音邮件以及电话采访的方式完成。采访中，高福院士分享了中国的防疫经验，并指出，美国与欧洲犯的最大错误就是，“人们不戴口罩”。 此外，高福院士还对病毒是否起源于武汉华南海鲜市场、中国分享病毒数据是否及时、疫苗和药物研制进程等关键问题，作出了解答。,,2020/03/27,zh,0
591,5eb163279fced0a24bf1b072,event,中国工程院院士黄璐琦率领第一支国家中医医疗队赶赴疫情严重的武汉，整建制接管武汉金银潭医院一个独立病区，截至3月30日医疗队回京，前后收治150多名患者，治愈出院率88.61%。医护人员无一人感染。,,2020/04/18,zh,0
590,5eb163279fced0a24bf1b06f,event,加拿大官方反对党保守党的议员和公共卫生评论员杰纳鲁（Matt Jeneroux）日前提出动议，要求世卫组织助理总干事、加拿大流行病学家布鲁斯.艾尔沃德（Bruce Aylward）接受加拿大议会的质询。,,2020/04/18,zh,0
333,5e8d92fa7ac1f2cf57f7b9bc,event,美国明尼苏达大学传染病研究和政策中心主任Michael Osterholm指出，了解无症状或轻症病例的比例，对于我们理解这一特殊流行病的驱动因素非常重要。无症状感染者是当前的关注重点，因为越来越多的感染者并没有新冠肺炎患者接触史，他们也没有去过疾病高发地区。在轻度感染的过程中，很多人没有意识到需要寻求医疗帮助，在接受体温筛查时也可能被漏掉。因此，其严重程度和在病毒传播中的作用仍难以捉摸。,,2020/03/22,zh,0
337,5e8d92fa7ac1f2cf57f7b9c2,event,饶子和精英团队等取得成功分析新冠病毒感染拷贝设备三维构造,,2020/03/19,zh,0
575,5eb027099fced0a24ba13aa2,event,澳大利亚墨尔本大学研究人的研究员虽然存在一定的证据证明卡介苗或许有效，但仍需严格遵循世卫组织的建议：只能在随机对照试验中使用卡介苗，来验证其对减轻新冠影响是否有效。在此验证有效之前，滥用卡介苗，可能带来一系列的连锁负面反应。,,2020/05/04,zh,0
340,5e8d92fa7ac1f2cf57f7b9c8,event,董家鸿说，因应新冠肺炎疫情爆发，清华大学第一时间紧急组建医工结合的科技攻关突击队，由北京清华长庚医院临床医学专家和清华大学多院系人工智能及新一代信息技术专家组成8个攻关组，分别针对疫情防控多个重要环节，从鼠年大年初一就开始加急研发攻关，已创新研发并部署应用一批人工智能技术产品。,,2020/03/16,zh,0
379,5e8d92fa7ac1f2cf57f7bdfe,event,美国约翰斯·霍普金斯大学研究人员希望通过开发3D打印的呼吸机分配器来解决呼吸机短缺的问题，以此来积极应对COVID-19疫情。,,2020/04/07,zh,0
341,5e8d92fa7ac1f2cf57f7b9cd,event,曹彬团队分析首批新冠死亡因素:高龄、脏器衰竭,,2020/03/11,zh,0
344,5e8d92fa7ac1f2cf57f7b9d8,event,柳叶刀重磅！高福/石正丽等建议新冠病毒改名，但郑志明等反对改名,,2020/02/19,zh,0
345,5e8d92fa7ac1f2cf57f7b9da,event,2020年2月17日，医学预印本期刊MedRxiv发表了武汉大学中南医院院长王行环为通讯作者的文章“Association between 2019-nCoV transmission and N95 respirator use”。N95口罩有效保护了医务人员免受新冠病毒感染。,,2020/02/17,zh,0
346,5e8d92fa7ac1f2cf57f7b9db,event,新型冠状病毒肺炎背景下普通外科诊疗防控工作建议发布,,2020/02/16,zh,0
347,5e8d92fa7ac1f2cf57f7b9dc,event,冠状病毒专家、加拿大P4实验室创始人突然去世，曾是抗击SARS、艾滋、埃博拉的英雄,,2020/02/14,zh,0
348,5e8d92fa7ac1f2cf57f7b9de,event,乔杰：尚无母婴垂直传播可靠证据,,2020/02/12,zh,0
586,5eb163269fced0a24bf1b017,event,中国工程院院士王辰详细介绍了武汉16家方舱医院，在防控新冠中发挥的作用。,,2020/04/22,zh,0
351,5e8d92fa7ac1f2cf57f7b9e1,event,吉利德瑞德西韦，该药由台湾大学校友杨台莹主导研发,,2020/02/06,zh,0
353,5e8d92fa7ac1f2cf57f7b9e3,event,港大医学院院长梁卓伟《柳叶刀》发文：与武汉联系紧密的城市需做好充分防控准备,,2020/02/01,zh,0
354,5e8d92fa7ac1f2cf57f7ba2b,event,袁正宏/应天雷团队在动物实验中取得一项乙肝治疗研究成果 利用“三明治疗法”实现乙肝功能性治愈新策略,,2019/12/04,zh,0
357,5e8d92fa7ac1f2cf57f7bc2b,event,中国工程院院士乔杰指出孕产妇的诊治非常迅速，总体来说确诊的孕妇轻症居多，婴儿轻症也比较多。对于母婴垂直传播还有待进一步研究。,,2020/04/03,zh,0
585,5eb163269fced0a24bf1b011,event,钟南山团队成员周荣教授提出了一个大胆的新建议：全球应该联手研究活病毒皮下或肌注方式，以这一激进方法加速疫苗的研发和应用。,,2020/04/22,zh,0
359,5e8d92fa7ac1f2cf57f7bc2d,event,科技部安排3.2亿元科研经费，68个应急项应对疫情，目前主要采取特事特办，快速响应；多路并行、多组推进；全程跟踪，全程服务；加强协同，强化联动四个方面的组织形式。,,2020/04/03,zh,0
360,5e8d92fa7ac1f2cf57f7bc2e,event,中国工程院院士王辰团队在《柳叶刀》发文，向全世界分享了中国方舱医院的建设和管理经验。,,2020/04/03,zh,0
342,5e8d92fa7ac1f2cf57f7b9ce,event,曹彬《柳叶刀》论文揭示新冠致死危险因素 排毒期20天颠覆想象,,2020/03/10,zh,0
251,5e8d92fa7ac1f2cf57f7aa65,event,国务院、国家卫健委委托，李兰娟、钟南山院士等一行6人，去武汉听取了武汉的有关情况汇报，查看了有关现场。,,2020/01/18,zh,0
311,5e8d92fa7ac1f2cf57f7b9a1,event,中山大学公共卫生学院的王茂团队在医学预印本网站MedRxiv上发表的一篇题为《Temperature Significantly Change COVID-19 Transmission in 429 cities》的论文。该团队建立了数据模型，拟通过模型探寻日确诊人数与温度之间的关系。,,2020/03/12,zh,0
308,5e8d92fa7ac1f2cf57f7b99e,event,王茂团队收集了在1月20日到2月4日期间，我国和海外26个国家，共429个城市和地区每日确诊人数与温度数据。在这些数据基础上，通过建模发现气温与新冠病毒传播存在相关性。,,2020/03/18,zh,0
254,5e8d92fa7ac1f2cf57f7aa68,event,科技部副部长徐南平组织召开“新型冠状病毒联防联控工作机制科研攻关组第一次会议”，会议宣布，成立以钟南山院士为组长、包括李兰娟在内的14位专家组成的新型冠状病毒感染的肺炎疫情联防联控工作机制科研攻关专家组。,,2020/01/12,zh,0
255,5e8d92fa7ac1f2cf57f7aa69,event,上海市公共卫生临床中心、华中科技大学武汉中心医院、武汉市疾控中心、中国疾控中心传染病预防控制所联合澳大利亚悉尼大学成功破译武汉发现的新型冠状病毒基因组，并将该病毒基因组序列信息共享到Virologic.org网站和GenBank上。《科学》杂志次日发文表示，“这对于全球公共卫生来说十分重要，所有在此过程中付出努力的人员都应当得到承认、感谢和荣誉。”,,2020/01/10,zh,0
408,5e9060299fced0a24be5a3cc,event,世界卫生组织总干事谭德塞指出，新冠肺炎病亡率估计比流感高10倍。虽然大家已经目睹了新冠病毒对发达国家造成的危害，但它在更贫穷和更脆弱的国家可能造成的破坏仍未完全显现。,,2020/04/10,zh,0
260,5e8d92fa7ac1f2cf57f7b477,event,谷歌研究副总裁、互联网主要创造者之一温特·瑟夫（Vint Cerf）在Twitter上表示，他的新型冠状病毒检测呈阳性。他还建议人们去观看喜剧演员约翰·奥利弗（John Oliver）在HBO电视台的节目帮助了解美国需要采取哪些预防措施。,,2020/03/31,zh,0
261,5e8d92fa7ac1f2cf57f7b478,event,斯坦福大学开放《用数据科学、机器学习工具对COVID-19新型冠状病毒进行研究与建模（CS472 Data science and AI for COVID-19）》，重点研究如何使用数据科学和机器学习的工具对COVID-19进行调查和建模。,,2020/03/31,zh,0
406,5e9060299fced0a24be5a3c8,event,香港大学李嘉诚医学院梁卓伟，胡子祺及梁诗敏研究发现国实施的一揽子非药物干预措施，包括社会隔离和人口行为改变，大大降低了COVID-19在全国的传播能力。密切监测瞬时有效繁殖数量并实时调整政策干预措施，以确保可控的第二波浪潮仍然是压倒一切的公共卫生重点。,,2020/04/10,zh,0
405,5e9060299fced0a24be5a3c6,event,华中科技大学公共卫生学院徐顺清研究发现各国政府应立即采取行动并做好准备，以确保卫生保健系统具有足够的劳动力，资源和设施，以最大程度地降低COVID-19的死亡风险。,,2020/04/10,zh,0
562,5eaebb419fced0a24b1d5e1b,event,世卫组织重新评估新冠疫情大流行的演变情况，并决定大流行仍是“国际关注的突发公共卫生事件（PHEIC）”的定性不变并确定病毒源于自然界。,,2020/05/02,zh,0
265,5e8d92fa7ac1f2cf57f7b813,event,Google正式宣布启动一项名为新型冠状病毒公共数据集（COVID-19 Public Datasets）的项目，该项目将托管一个与疫情相关的公共数据资料库，它们是开放的，可用于构建机器学习模型来对抗疫情。,,2020/04/01,zh,0
