,_id,text,cluster
555,5e8d92fa7ac1f2cf57f7b45e,华大基因口头反馈武汉不明原因病例样本检测结果12月29日，华大基因对武汉协和医院病例样本完成的基因测序结果显示，病毒与SARS基因序列相似性高达80%，但不是SARS，而是一种之前未有的冠状病毒。12月30日，华大基因将测序结果口头通报给武汉协和医院，称病原体是一种新的冠状病毒，与SARS相似，建议医院向武汉市卫健委报告。,0
556,5e8d92fa7ac1f2cf57f7b45f,武汉卫健委发布《关于做好不明原因肺炎救治工作的紧急通知》12月30日，武汉市卫生健康委员会医政医管处发布《关于做好不明原因肺炎救治工作的紧急通知》。通知称，武汉市部分医疗机构陆续出现不明原因肺炎病人。通知要求各医疗机构要及时追踪统计救治情况，并按要求及时上报。,0
557,5e8d92fa7ac1f2cf57f7b460,李文亮等医生在微信群发出提醒2019年12月30日下午5点多，李文亮在大学同学微信群中发了一段“华南海鲜水果市场确诊7例SARS”的文字，其后续也在群里发消息强调，正在进行病毒分型，大家不要外传，让家人亲人注意防范。,0
558,5e8d92fa7ac1f2cf57f7b461,武汉部分医疗机构陆续出现不明原因肺炎病人12月30日，武汉市卫生健康委员会医政医管处发布《关于做好不明原因肺炎救治工作的紧急通知》。通知称，武汉市部分医疗机构陆续出现不明原因肺炎病人。通知要求各医疗机构要及时追踪统计救治情况，并按要求及时上报。,0
559,5e8d92fa7ac1f2cf57f7b462,武汉开始流行病学调查12月29日，湖北省中西医结合医院开始向省、市、区疾控中心反应情况。当天，湖北省和武汉市卫健委指示武汉疾控中心、武汉金银潭医院调查，江汉区疾控中心到湖北省中西医结合医院开始流行病学调查。,0
560,5e8d92fa7ac1f2cf57f7b463,广州微远基因口头报告武汉不明肺炎例样本结果检测12月27日，广州微远基金口头反馈检测结果给武汉中心医院，表示是一种新的冠状病毒。,0
561,5e8d92fa7ac1f2cf57f7b464,北京博奥医学检验所收到武汉不明原因肺炎病例样本12月27日，一名41岁的陈姓男子到武汉市中心医院南京路院区就诊。武汉中心医院将患者样本送往北京博奥医学检验所进行检测。,0
562,5e8d92fa7ac1f2cf57f7b465,湖北张继先上报可疑疫情12月27日，湖北省中西医结合医院呼吸与重症医学科主任张继先第一时间上报4个可疑病例，把情况向分管副院长夏文广、医院院感办和医务部作了汇报，医院立即上报给江汉区疾控中心。,0
563,5e8d92fa7ac1f2cf57f7b466,上海收集到武汉不明原因肺炎病例样本2019年12月26日，上海市公共卫生临床中心科研项目常规收集到武汉市中心医院和武汉市疾控中心的不明原因发热患者标本一份。,0
564,5e8d92fa7ac1f2cf57f7b467,华大基因收到武汉不明原因病例样本12月26日，华大基因从武汉协和医院获得了不明肺炎病例样本。,0
565,5e8d92fa7ac1f2cf57f7b468,广州微远基因收到武汉不明原因肺炎病例样本12月24日，武汉中心医院对患者进行了气管镜采样，然后将病人的肺泡灌洗液样本送到第三方检测机构广州微远基因科技有限公司进行NGS检测，希望利用其基于宏基因组学的二代高通量基因测序技术（mNGS），找出病原体。,0
549,5e8d92fa7ac1f2cf57f7b458,官方通报的首例不明原因肺炎患者发病。,0
409,5e8d92fa7ac1f2cf57f7b3c9,李兰娟带队出发驰援武汉2月1日，中国工程院院士、国家卫健委高级别专家组成员李兰娟带领团队一行5人，从杭州出发，驰援武汉。,0
546,5e8d92fa7ac1f2cf57f7b454,武汉市健委称排除禽流感等常见呼吸道疾病1月3日，武汉市卫生健康委员就不明原因的病毒性肺炎情况发布通报，通报称目前所有病例均在武汉市医疗机构接受隔离治疗，已排除流感、禽流感、腺病毒感染等常见呼吸道疾病。,0
542,5e8d92fa7ac1f2cf57f7b450,武汉卫健委通报44例“不明原因病毒性肺炎”，未见明显人传人和医护感染1月3日，武汉市卫健委通报共发现44例“不明原因的病毒性肺炎”，未发现“明显人传人”和“医护感染”。,0
514,5e8d92fa7ac1f2cf57f7b434,美国CDC宣布将对中国游客做入境口岸筛查美国疾病控制与预防中心（CDC）17日宣布，当日起美国的三个机场（旧金山国际机场、纽约肯尼迪国际机场和洛杉矶国际机场）将对从中国武汉直飞或转机前往美国的旅客进行入境检查，以检测旅客是否存在发烧等新型冠状病毒感染的肺炎相关症状。,0
515,5e8d92fa7ac1f2cf57f7b435,日本确认首例确诊病例据日本NHK网站16日报道，日本厚生劳动省表示，一名居住在日本神奈川的男子在前往武汉后回国，发现患上肺炎。经日本国立感染症研究所检测，这名男子被确认感染新型冠状病毒。这是日本国内确诊的首例新型冠状病毒病例。,0
519,5e8d92fa7ac1f2cf57f7b439,武汉卫健委当日通报无新增确诊，称尚未发现明确人传人不排除有限人传人武汉卫健委称，现有的调查结果表明，尚未发现明确的人传人证据，不能排除有限人传人的可能，但持续人传人的风险较低。,0
525,5e8d92fa7ac1f2cf57f7b43f,国家疾控中心向武汉提供PCR检测试剂1月11日，国家疾控中心向武汉提供PCR检测试剂，用于对武汉疑似病例的检测、诊断。,0
527,5e8d92fa7ac1f2cf57f7b441,武汉卫健委首次将“不明原因的肺炎”更名为“新冠病毒感染的肺炎”在“不明原因的病毒性肺炎”病原体初步判定为新型冠状病毒之后，国家、省市专家组立即对不明原因的病毒性肺炎诊疗、监测等方案进行修订完善。武汉市卫生健康委组织对现有患者标本进行了检测，截至2020年1月10日24时，已完成病原核酸检测。国家、省市专家组对收入医院观察、治疗的患者临床表现、流行病学史、实验室检测结果等进行综合研判，初步诊断有新型冠状病毒感染的肺炎病例41例，其中已出院2例、重症7例、死亡1例，其余患者病情稳定。所有密切接触者739人，其中医务人员419人，均已接受医学观察，没有发现相关病例。,0
528,5e8d92fa7ac1f2cf57f7b442,武汉卫健委表示未发现医务人员感染和明确的人传人证据1月11日，武汉市卫健委通报称根据国家、省市专家的流行病学调查显示，这次武汉不明原因的病毒性肺炎病例大部分都有华南海鲜市场暴露史，目前没有发现明确的人传人证据。,0
529,5e8d92fa7ac1f2cf57f7b443,春运开始1月10日，春运正式拉开序幕。,0
530,5e8d92fa7ac1f2cf57f7b444,李文亮出现感染症状1月10日，李文亮开始出现咳嗽症状。,0
532,5e8d92fa7ac1f2cf57f7b446,香港将不明原因肺炎纳入法定监管传染病1月8日，香港政府将「严重新型传染性病原体呼吸系统病」（即 2019 年 12 月起在武汉出现的不明原因病毒性肺炎）纳入《预防及控制疾病条例》下须法定呈报的传染病，并于当日生效成为法律。,0
535,5e8d92fa7ac1f2cf57f7b449,陆俊医生确诊1月7日，同济医院急诊科医生陆俊被确诊新型冠状病毒肺炎。,0
536,5e8d92fa7ac1f2cf57f7b44a,世卫首次就中国不明原因肺炎发布新闻当地时间1月5日，世界卫生组织(WHO)就近日中国武汉出现的不明原因肺炎病例进行通报，并表示“根据有关此事件的最新信息，世卫组织不建议对中国实施任何旅行或贸易限制”。,0
538,5e8d92fa7ac1f2cf57f7b44c,武汉卫健委称排除非典和中东呼吸综合症1月5日，武汉卫健委表示，初步调查表明，已排除流感、禽流感、腺病毒、传染性非典型肺炎和中东呼吸综合症等呼吸道病原，又指未发现明确的人传人证据，未发现医务人员感染。,0
539,5e8d92fa7ac1f2cf57f7b44d,国家疾控中心研制出高特异性的PCR检测试剂1月4日，国家疾控中心研制出对新型冠状病毒高特异性的PCR检测试剂。,0
540,5e8d92fa7ac1f2cf57f7b44e,香港启动“严重”级别应变1月4日，香港医院管理局公布，因应政府就武汉不明病毒性肺炎病例启动严重级别应变计划，辖下公立医院即日起会启动“严重应变级别”，在医院及诊所加强监察和感染控制的应变措施，包括限制探访。,0
541,5e8d92fa7ac1f2cf57f7b44f,武汉启动对不明原因肺炎的调查和标本采集工作1月3日武汉市全市启动对不明原因病毒性肺炎的监测、病例调查、华南海鲜市场环境及动物调查和标本采集工作。,0
545,5e8d92fa7ac1f2cf57f7b453,"李文亮签下训诫书1月3日,警方认定李文亮所说“华南水果海鲜市场确诊了7例SARS”的言论,是违法行为,责令李文亮签署了当地派出所打印的“训诫书”。",0
408,5e8d92fa7ac1f2cf57f7b3c8,一香港下船的钻石公主号乘客确诊2月1日深夜，香港卫生署公告称，一名乘坐“钻石公主号”自横滨抵达香港的80岁男性确诊感染新冠肺炎。,0
406,5e8d92fa7ac1f2cf57f7b3c6,李文亮确诊患新冠肺炎2月1日，因发布疫情被警方训诫的医生李文亮被确诊患新冠肺炎，李文亮发文称“今天核酸检测结果阳性，尘埃落定，终于确诊了”。,0
404,5e8d92fa7ac1f2cf57f7b3c4,湖北医护人员在防疫过程中感染新冠肺炎定为工伤2月1日晚，记者从湖北省政府新闻发布会上了解到：对于医护人员的后勤保障，湖北省安排了专项经费，全额保障一线医疗工作人员的生活保障。要求防治工作结束后，安排一线医疗卫生人员免费体检，结合实际进行心理辅导、带薪休假，并要求照顾一线医疗卫生人员子女和老人。对于在防治过程中感染新型冠状病毒引发的肺炎的，定义为工伤。,0
331,5e8d92fa7ac1f2cf57f7b36c,云南医生陈健殉职，26岁云南昭通彝良县两名村医在下乡对居家对象进行体温测量途中发生交通事故，年仅26岁的陈健重伤离世。,0
332,5e8d92fa7ac1f2cf57f7b36d,西藏唯一确诊病例治愈出院2月12日下午2时26分，西藏唯一确诊新冠肺炎病例张某某，办理完所有治愈出院手续，离开西藏自治区第三人民医院。,0
334,5e8d92fa7ac1f2cf57f7b370,湖北卫健委书记及主任被免职2月10日，湖北省委常委会决定：免去张晋的省卫生健康委员会党组书记职务；免去刘英姿的省卫生健康委员会主任职务；上述两职务，由新到任的省委常委王贺胜同志兼任。,0
338,5e8d92fa7ac1f2cf57f7b374,湖北恩施两景区免医护和天津市民门票2月10日、11日，恩施梭布垭景区和恩施地心谷景区相继发布公告，宣布对全国医护人员和天津市民免门票开放。,0
340,5e8d92fa7ac1f2cf57f7b376,武昌转运失职事件责任人被严肃处理2月11日，武昌区政府领导来到武汉同济医院中法新城院区重症监护病房，向2月9日晚因武昌区所辖街道工作人员工作失职，而未能及时妥善安置的重症病人代表当面道歉。武昌区领导表示，严肃处理了关键时刻处置失当的相关负责人，给予相关街道负责人免职、党内警告处分、诫勉谈话处理。,0
341,5e8d92fa7ac1f2cf57f7b378,上海市发布《关于进一步加快智慧城市建设的若干意见》2月10日，上海市人民政府官网发布《关于进一步加快智慧城市建设的若干意见》（以下简称《意见》）。该《意见》聚焦政务服务“一网通办”、城市运行“一网统管”、全面赋能数字经济三大建设重点，夯实“城市大脑”、信息设施、网络安全三大基础保障，加快推进新一轮智慧城市示范引领、全面建设，不断增强城市吸引力、创造力、竞争力。,0
342,5e8d92fa7ac1f2cf57f7b379,武汉副市长等3人被约谈2月10日晚，在中央赴湖北指导组约谈会上，国务院副秘书长、国务院办公厅督察室主任高雨对武汉市武昌区区长余松“放狠话”。据《环球时报》报道，武昌区将30多名重症老人转运至定点医院时，使用的是公交车，有些老人没有座位只能站着，司机与病人之间没有任何隔离措施。整个转运过程中缺乏工作人员协调，到了医院也没有人对接。当天，中央指导组还先后约谈了武汉市副市长陈邂馨、武汉市洪山区区长林文书，要求他们认真整改，对有关人员严肃问责。,0
343,5e8d92fa7ac1f2cf57f7b37a,武汉医生林正斌殉职，63岁2月11日，南都记者从华中科技大学同济医学院附属同济医院发布的讣告获悉，该院器官移植研究所副主任医师林正斌因病医治无效，于2月10日11时在武汉逝世，享年63岁。他曾于2017年退休并被返聘，有同事称其被感染前仍在工作。,0
344,5e8d92fa7ac1f2cf57f7b37b,武汉医生邱飚殉职，51岁2月10日，武汉古田街社区卫生服务中心的副主任邱飚因感染新冠肺炎去世，终年51岁。妻子说，他家里很穷，当年他考上了武汉大学没上。人生的最后时刻，妻子给他唱歌，他已经无法抓住她的手，只是流眼泪。他特别宠爱妻子，唱歌很好听。,0
345,5e8d92fa7ac1f2cf57f7b37c,河南医生王士成殉职，37岁2月10日，河南许昌长葛市董村镇新王庄村村医王士成，连续多日奋战在抗击新冠肺炎疫情一线，因劳累过度，于2月10日突发急性心肌梗塞，献出了年轻的37岁生命。,0
346,5e8d92fa7ac1f2cf57f7b37d,湖北襄阳医生魏安君殉职，67岁67岁的魏安君生前系襄州区龙王镇肖集村四组组长。疫情发生后，他主动请缨到防控一线。从1月27日开始，他连续14天奋战在疫情防控值守点，扎实开展登记排查、体温测量、宣传劝导等工作。2月9日上午，魏安君在领取消毒液的途中突感胸闷，其子魏雄伟得知父亲胸闷症状已有多日的情况后，坚持送其到医院治疗。2月10日下午1点20分，魏安君经抢救无效去世。,0
347,5e8d92fa7ac1f2cf57f7b37e,江苏推迟公布考研初试成绩据江苏省教育考试院，经研究，我省2020年硕士研究生初试成绩将推迟至2月20日以后公布，具体时间及后续工作另行通知。请考生密切关注江苏省教育考试院门户网站发布的相关信息。,0
348,5e8d92fa7ac1f2cf57f7b37f,俄罗斯向武汉捐赠23吨医疗物资为援助武汉抗击疫情，俄罗斯向武汉捐赠23吨医疗物资。2月8日，这批物资抵达俄罗斯茹科夫斯基国际机场。,0
349,5e8d92fa7ac1f2cf57f7b380,申通、韵达、中通等宣布全面恢复正常运营随着全国复工时间来临，快递物流也逐步进入全网恢复运营的状态。目前，申通、韵达、中通等给出了明确复工的时间。,0
351,5e8d92fa7ac1f2cf57f7b384,湖北黄冈医生张军浩殉职，57岁2月9日下午，连续“抗疫”16天后，黄冈市疾控中心预防医学门诊部副主任张军浩突发心梗去世。当晚，一些市民在朋友圈中“点亮”红蜡烛，接力悼念他。张军浩是黄冈2.6万名疫情防控中的医护人员之一，他们战斗在疫情防控前沿。,0
330,5e8d92fa7ac1f2cf57f7b36b,钻石公主号新增39例确诊病例，累计174例据日本共同社和NHK报道，厚生劳动省12日宣布，邮轮“钻石公主号”的乘船人员中，新发现39人被感染了新冠病毒“COVID-19”，其中包含一名检疫官。 目前总计已有174人确诊。,0
352,5e8d92fa7ac1f2cf57f7b385,呼和浩特卫健委主任被免职据呼和浩特市纪委监委官方微信消息，内蒙古呼和浩特市纪委监委9日发布通报，因疫情防控工作中失职失责、履职不力， 11家单位、26人被点名通报。给予呼和浩特市卫生健康委员会党组书记云文清党内警告处分；免去冯小红呼和浩特市卫生健康委员会主任职务；给予呼和浩特市卫生健康委员会党组成员、副主任王兴建党内严重警告处分。,0
328,5e8d92fa7ac1f2cf57f7b367,湖北美术学院教授刘寿祥去世，62岁湖北美术学院美术教育系主任、教授刘寿祥因感染新冠肺炎去世，62岁。,0
326,5e8d92fa7ac1f2cf57f7b365,日本出现首例新冠肺炎死亡病例日本厚生劳动省2月13日晚称，一名家住神奈川县的80多岁的女性因感染新冠肺炎而死亡。这是日本国内出现的首例感染新冠肺炎死亡的病例。,0
305,5e8d92fa7ac1f2cf57f7b342,海口景区景点向全国医务工作者免费开放为致敬奋斗在战“疫”一线的全国广大医务工作者，海口所有旅游景区景点自恢复运营之日起至今年底，对全国医务工作者实行旅游优惠政策，届时医务工作者凭有效证件即可免费入园。,0
306,5e8d92fa7ac1f2cf57f7b343,湖北要求疑似患者核酸检测当日清零各地要围绕应收尽收加强收治工作，加快定点医院设置，加快隔离点和方舱医院建设，加快相关医院转型，加快床位周转，加快核酸检测，做到确诊患者收治和疑似患者核酸检测当日清零。省发改委、省财政厅、省卫健委等部门要全力支持各地特别是武汉市抓紧落实紧急救治场所和隔离场所建设任务，进一步提高收治能力。,0
308,5e8d92fa7ac1f2cf57f7b34a,湖北随州医生左汉文殉职，46岁2月15日，湖北随州广水市太平镇群联村卫生室村医左汉文战疫牺牲，年仅46岁。,0
310,5e8d92fa7ac1f2cf57f7b34c,民航局共包机接回海外滞留湖北旅客1185人中国民用航空局副局长李健15日在北京表示，从1月24日至2月14日，民航局共组织21家国内航空公司，执行紧急驰援武汉航空运输任务241架次，运送人员29364人。,0
312,5e8d92fa7ac1f2cf57f7b34e,钻石公主号检测呈阴性者可如期下船日本时事通讯社最新消息，日本厚生劳动大臣加藤胜信称，将对邮轮“钻石公主号”上所有乘客进行检测。若结果呈阴性，原则上将于19日放行下船。,0
315,5e8d92fa7ac1f2cf57f7b356,武汉护士柳帆殉职，59岁据武汉市武昌医院通报，柳帆是该院梨园街社区卫生服务中心注射室一名护士，2月14日下午18：30在全力抢救后无效病逝，享年59岁。,0
